excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
2071,9ba7f31807d9c4fb403151c6d1dbb0e9e7442f553cb01bfeaebbe2134a86cfbe,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic, as it shifts focus to child trafficking without addressing fentanyl regulation. No stance is expressed on the topic.",high,,completed_relaxed_ai_annotation
2072,da083235702a9e753958aa6b26e1df95eae9efd6893d0b9bf018afe4a0655991,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance or policy attitude.,high,,completed_relaxed_ai_annotation
2073,8065b34721ac4335cded3069140313b5576a3d92a30f5588545cc5823e736d86,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the policy question.,high,,completed_relaxed_ai_annotation
2074,67e683084c4ea62b246ef32da2755383c4eaafb08f3a9133ccdc0cf5537dc59c,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Strongly relevant to the fentanyl regulation topic, but no stance is expressed in the comment.",high,,completed_relaxed_ai_annotation
2075,2ad0356a83b3f3fbc15a4096134a62cd60fd6e4632e5644add7379d17851e0a4,relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic of fentanyl regulation but does not directly mention any specific term from the topic. It implies a stance on reducing demand to decrease fentanyl availability.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2076,5f589d4446d935953bba930bbcba8cdf249e75fdea59b5b7efe20623e7530f7d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Irrelevant to the topic of fentanyl regulation; sarcastic comment about Trump's longevity.,high,,completed_relaxed_ai_annotation
2077,380383d086c081d2b0cc1bd6aef0c6958d51f3c6c87cf2c1573bea59fbea76f4,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to fentanyl regulation; explicit personal experience with fentanyl's impact; usable as a core sample with clear stance.,high,Fentanyl killed my Daughter,completed_relaxed_ai_annotation
2078,ff25392e2c8eec9eb9ddb1870955c62c75964f32ab876665814b0f6a8fce4daf,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance on the topic of fentanyl regulation.,high,,completed_relaxed_ai_annotation
2079,88893272580472488bf3d9ee090b2ce1ece354eb4c5a92e289bf987cf9e8a367,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is relevant to drug policy but does not address fentanyl regulation or criminal enforcement directly; no stance on the post's claim.,medium,,completed_relaxed_ai_annotation
2080,c705a9b4f3cd9ab856e4b012348115847b24c9e4d2bf60077052a977fd03fee2,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the regulation or criminal enforcement of fentanyl. It mentions hospitals and pain but lacks a clear connection to the topic.,high,,completed_relaxed_ai_annotation
2081,9a0c7e237deca1e4fb14ada116a4eb66cb70d69e7dd8b6e4e20d640757c85803,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it raises a concern about the impact of fentanyl regulation on cancer patients, but it does not express a clear stance on the topic.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2082,86bf1997b39374ffab7cfaa53232816d72a08b4037007a09984f78d4a9dc9ca8,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct term matching the policy or core claim. It expresses explicit support for the post's claim.,high,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
2083,3f06e14b954a181f5f6f7f294e671ba072a86f154a88a8415476dd9db0fa4465,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance or policy attitude related to the topic.,high,,completed_relaxed_ai_annotation
2084,81e5459fbbd1c3293c712c20644499412ff8708efecf1cebc066b03a4a60994c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; no policy attitude is expressed.,high,,completed_relaxed_ai_annotation
2085,2eb30259eda55fb55f53af545f8b5a0f0a90c8560db0905e301b3e8323e9d149,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the regulation or criminal enforcement of fentanyl. It lacks a stance due to insufficient information.,low,,completed_relaxed_ai_annotation
2086,a69a2da8d7b68adcd469c6e1cc04154695db106e1264f530f823a5255e9dbe47,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance as it does not address the policy question or the post's claim.,high,,completed_relaxed_ai_annotation
2087,ff3c50ff5c19a2474907f1622ffb4242e1ce0457a4540531de6c7c8fe21fb3c2,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it mentions Kratom, a substance related to the topic of drug regulation. It expresses an implicit stance by suggesting it should also be banned, similar to fentanyl.",medium,Kratom,completed_relaxed_ai_annotation
2088,83477435d5e110cd410e1b01d8d9797509016d87f29deb2bc38e6771b59ff47f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2089,df2a248753b89bea8da5c335e30604cbd94400e226d6b746e1232f8d00ed6321,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"Comment mentions 'Halt Act' and supports its passage, but 'HALT Fentanyl Act' is not verbatim in the comment.",medium,Halt Act,completed_relaxed_ai_annotation
2090,5c5893aabc766aee9bf9a418b7decf42c6dfcaecb75fa1965d3f36f6c36ed0f7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, offering no stance on fentanyl regulation or enforcement.",high,,completed_relaxed_ai_annotation
2091,aec9fe28278c23a22b2aabc8f1570da3d058ecd325d81a60a8fa17a62d607ef7,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; no direct topic terms found in the comment,high,,completed_relaxed_ai_annotation
2092,9129d89e9392408b5d5f63e003c24ecead439092afe5b453114ae3cf2b5305de,relevant,implicit_stance,mixed_or_unclear,insufficient_evidence,yes,generally_usable,"The comment is relevant to the topic by addressing fentanyl demand and supply, but it does not contain a direct match for the topic terms. It suggests a policy alternative (more access to rehab) rather than directly supporting or opposing the HALT Fentanyl Act.",medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2093,a42d2cb1870dd50492962cc6f5d5d6029737174b27056f1597e31162739e3f98,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to the topic with explicit support for the law and the president's action.,high,Good law. Thank you President Trump,completed_relaxed_ai_annotation
2094,7249f3dec451b1ccecd78ea351d2b57749498d2e65524f30b10f97b6aa33a116,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it asks about fentanyl-containing products, but it does not express a stance on regulation or criminal enforcement.",medium,Fentynal,completed_relaxed_ai_annotation
2095,1cff9a4756ef82078360fb2ec23f8ce6a5074275dd5c15b12e3793fea7ed3185,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it discusses fentanyl and its medical use, but no stance is expressed on the regulation or criminal enforcement of fentanyl.",medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2096,f7799bd7e90223d8139b78e97129fc5db6043c203d326962eb9af5518c9d1d75,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to the topic with explicit support for the post's claim.,high,Great 👍 job Mr. President!,completed_relaxed_ai_annotation
2097,90cb69e1c7c252334ba00d9d706350a618e48fffc6e9c5b0cbb49ca8c6ff64e0,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant to the topic but lacks a direct term from the conversation text. It expresses a brief, explicit stance in favor of the post's claim.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2098,3ecf00d56b73a7e8d2499037ac379722c18bba1ba1804562204c67744c3a7387,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to fentanyl regulation and criminal enforcement. Expresses implicit support for the post's claim by sharing a personal loss and emphasizing the need for action.,medium,fentanyl,completed_relaxed_ai_annotation
2099,186386673023351ec96286c23906c3faa6d516d117eb3f3c26c6f72448f9016d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and irrelevant to the post's claim about the HALT Fentanyl Act. It contains no stance or policy attitude.,high,,completed_relaxed_ai_annotation
2100,511cd4c98ec9183c7a292e353084269da46ce6aa6e223e9c983d010546ba9734,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it discusses fentanyl being added to schedule I drugs, but it does not express a clear stance on stricter regulation or criminal enforcement.",medium,fentynal | schedule 1 drugs,completed_relaxed_ai_annotation
2101,e2235b787ba7cf93caaa2857c54e779e61b94df6efb0e7f2442a7830a0ec0f0d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation. It lacks any stance or relevant content.,high,,completed_relaxed_ai_annotation
2102,5d34cdcd63d8bd7768e803a420f6f4790f105f4473305235cf55f4ab82282474,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and unrelated to the fentanyl regulation topic or the post's claim.,high,,completed_relaxed_ai_annotation
2103,58491c20ea1c38992a3ce3b63b7bf3a0051365e9df12e926aa022d2c49e8a677,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it contains no meaningful content related to the topic or policy attitude.,low,,completed_relaxed_ai_annotation
2104,882fb7e8aff51b19c47b236a51043e8c8197b1577b693c45e1940dd43ec84e37,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and irrelevant to the policy question about stricter fentanyl regulation.,high,,completed_relaxed_ai_annotation
2105,2aa0e661c1e6d9f146a225b6457575ed36b91a845671788d8432663feee4d615,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the regulation or criminal enforcement of fentanyl. It contains no stance or relevant content.,high,,completed_relaxed_ai_annotation
2107,9aa9db3471909d7b4012662ef63bafc54c31074b4e67fec1a32640ce465b7246,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to the topic with explicit support for the post's claim.,high,Great start,completed_relaxed_ai_annotation
2108,9417f1d514573bbb8ac76aa0767c1ea65e3aa2444510d9fb87d5bc259db6cecf,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it focuses on the authenticity of the photo and not on the policy question of fentanyl regulation.,high,,completed_relaxed_ai_annotation
2109,e2ebcd993f861c40e5adedb4794f7c28c035c2896063fc193bda37c3490026a2,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Comment mentions fentanyl and drug regulation but does not express a stance on stricter enforcement or the HALT Fentanyl Act.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2110,c4df16a1094f804187c82b855f63e9a7b06b7a0d299c225789728d2dd84dbc92,relevant,implicit_stance,mixed_or_unclear,insufficient_evidence,yes,borderline_sample,"The thread discusses pardons and cartel families, which are indirectly related to fentanyl regulation. No direct terms from the topic or post text are present in the comments.",medium,indirect_relevance:cartel | indirect_relevance:pardon,completed_relaxed_ai_annotation
2111,58f12d80cf47376d90e95fcb5eedf97b23bc2a09f917835d2218b2a74b9d3dfb,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant as it references the fentanyl issue but does not mention the HALT Fentanyl Act or stricter regulation explicitly. The stance is implicit in the dismissive tone.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2112,3f89e8ccab92105c4e2803f29555d9e1e21bf7fe0e52fa53ee66e594116f3849,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and irrelevant to the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2113,8f706a7d4a6a91cd3af6d8661d4ec4b95612c1976f4181c2d4f02df81f47034d,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant to the topic of stricter fentanyl regulation and enforcement, as it discusses imprisonment for drug sellers and distributors. It expresses an implicit stance in favor of stronger action.",medium,"imprisoning any and all who sell, make, distribute any form of drug",completed_relaxed_ai_annotation
2114,e5d9abc8ae30290418fb9de9b88df3b5dcfbedd286f9b00492e43266c1489287,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the fentanyl regulation policy question or the post's claim. It is a request for information with no stance.,high,,completed_relaxed_ai_annotation
2115,35e6c127c887154c59e6469b42121a798d62fd2fc1f0c79695d9c11609938f32,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment discusses crime deterrence theory but does not directly address fentanyl regulation or enforcement stance.,medium,,completed_relaxed_ai_annotation
2116,c7888a0b6bc4a2402229b0aa6d8e524d9639e3eefbce52ed7594a1a9300996de,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicitly opposes the post's claim by arguing against blanket bans of fentanyl for medical use.",high,fentanyl,completed_relaxed_ai_annotation
